SortOrder,Tblname,AttributeLabel,AttributeDescription,AttributeUnit
199,EMRI_Data,Ti_pct_AR,"Titanium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-25% Ti (changed to 0.01-25% Ti October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
200,EMRI_Data,Ag_ppm_AR,"Silver, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.01-100 ppm Ag (changed to 0.05-100 ppm Ag June 2022) (changed to 0.01-100 ppm Ag October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
201,EMRI_Data,As_ppm_AR,"Arsenic, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.1-10,000 ppm As (changed to 1-10,000 ppm As October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
202,EMRI_Data,Au_ppm_AR,"Gold, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.005-10 ppm Au (changed to 0.05-10 ppm Au June 2022) (changed to 0.005-10 ppm Au October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
203,EMRI_Data,B_ppm_AR,"Boron, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 5-1,000 ppm B. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
204,EMRI_Data,Ba_ppm_AR,"Barium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 1-10,000 ppm Ba (changed to 5-10,000 ppm Ba October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
205,EMRI_Data,Be_ppm_AR,"Beryllium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.05-1,000 ppm Be (changed to 0.1-1000 ppm Be October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
206,EMRI_Data,Bi_ppm_AR,"Bismuth, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.01-1,000 ppm Bi (changed to 0.02-1,000 ppm Bi October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
207,EMRI_Data,Cd_ppm_AR,"Cadmium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.01-1,000 ppm Cd. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
208,EMRI_Data,Ce_ppm_AR,"Cerium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.01-1,000 ppm Ce (changed to 0.05-1,000 ppm Ce October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
209,EMRI_Data,Co_ppm_AR,"Cobalt, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.1-10,000 ppm Co. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
210,EMRI_Data,Cr_ppm_AR,"Chromium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.5-10,000 ppm Cr (changed to 1-10,000 ppm Cr October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
211,EMRI_Data,Cs_ppm_AR,"Cesium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.05-1,000 ppm Cs. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
212,EMRI_Data,Cu_ppm_AR,"Copper, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.5-10,000 ppm Cu. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
213,EMRI_Data,Ga_ppm_AR,"Gallium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.05-1,000 ppm Ga (changed to 0.1-1,000 ppm Ga October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
214,EMRI_Data,Ge_ppm_AR,"Germanium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.05-1,000 ppm Ge (changed to 0.1-1,000 ppm Ge October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
215,EMRI_Data,Hf_ppm_AR,"Hafnium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.02-1,000 ppm Hf (changed to 0.05-1,000 ppm Hf October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
216,EMRI_Data,Hg_ppm_AR,"Mercury, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.01-100 ppm Hg (changed to  0.05-100 ppm Hg February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >100. These can be identified with the replaced value of 100.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
217,EMRI_Data,In_ppm_AR,"Indium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.005-1,000 ppm In (changed to 0.05-1,000 ppm In June 2022) (changed to 0.02-1,000 ppm In October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available. ",parts per million by weight (ppm)
218,EMRI_Data,La_ppm_AR,"Lanthanum, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Method detection range: 0.1-1,000 ppm La (changed to  0.02-1,000 ppm La February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
